,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district-of-columbia,florida,georgia,guam,hawaii,idaho,illinois,indiana,iowa,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnesota,mississippi,missouri,montana,nebraska,nevada,new-hampshire,new-jersey,new-mexico,new-york,north-carolina,north-dakota,ohio,oklahoma,oregon,pennsylvania,puerto-rico,rhode-island,south-carolina,south-dakota,tennessee,texas,utah,vermont,virginia,washington,west-virginia,wisconsin,wyoming
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,316,0,0,3,45,28,6,0,0,15,12,0,0,0,14,0,0,30,4,17,1,6,61,14,5,5,1,0,5,6,0,23,5,93,0,0,8,0,6,19,0,6,1,1,-17,16,4,0,12,126,0,2,0
2,64,0,3,3,77,24,12,2,0,26,34,0,2,1,18,3,1,20,2,41,1,9,73,10,7,0,7,4,2,4,1,20,3,107,7,0,13,1,2,6,1,0,6,0,0,13,1,3,11,74,0,11,2
3,77,0,1,4,67,30,3,1,8,39,28,0,2,3,29,4,0,27,4,25,8,6,68,22,14,4,11,2,3,3,6,31,4,212,9,0,11,3,7,19,1,0,9,0,5,16,18,3,4,127,0,14,0
4,67,0,5,6,134,29,15,1,4,45,24,0,2,0,12,5,1,54,1,34,6,9,149,10,19,2,11,0,4,21,4,84,4,235,6,0,13,3,0,13,0,1,5,1,4,12,11,4,6,135,0,13,0
5,113,2,2,0,152,23,27,8,0,57,31,2,5,3,56,5,5,34,5,64,5,18,247,12,8,9,28,2,8,11,9,94,2,742,25,2,17,9,27,33,0,3,14,1,4,26,12,0,16,108,0,13,8
6,127,5,7,11,143,38,28,10,9,111,51,3,3,1,128,9,0,46,9,80,10,25,257,59,16,15,45,2,4,-1,13,169,5,1343,29,3,22,12,9,43,1,14,13,0,4,91,12,7,12,175,0,25,5
7,143,3,18,29,163,57,63,5,9,89,97,4,6,14,135,21,15,34,2,112,12,22,276,235,13,15,55,1,12,40,5,335,7,2342,31,12,30,15,13,52,0,10,21,0,11,91,17,3,20,189,0,43,2
8,124,3,33,35,200,85,35,7,31,146,214,2,4,8,164,26,2,74,11,145,7,42,384,234,24,29,70,6,10,14,12,158,8,3053,52,8,54,3,26,96,8,17,46,3,30,116,32,7,24,148,1,57,1
9,158,1,30,22,186,113,0,2,6,96,76,1,23,5,169,43,5,42,16,48,8,41,320,255,23,61,101,9,5,52,9,465,14,1994,70,2,74,4,23,88,7,14,48,0,162,82,24,20,29,269,5,70,4
10,120,10,44,48,368,115,29,16,21,348,49,12,8,6,298,72,23,47,40,253,11,54,284,269,31,66,77,7,5,29,13,623,8,5442,25,2,104,14,24,88,2,13,22,7,151,132,45,3,67,203,2,71,1
11,125,13,82,33,382,129,192,12,39,220,220,2,22,5,238,58,22,76,21,336,21,44,605,318,66,42,75,11,3,55,23,986,18,5125,139,2,91,14,30,165,8,25,105,7,133,225,76,23,35,225,1,81,2
12,220,4,92,36,437,192,203,36,46,240,318,3,14,34,252,106,15,75,34,217,16,61,713,502,27,71,172,1,10,33,7,884,17,5518,88,2,122,25,18,207,8,16,44,2,122,235,41,20,36,248,5,54,4
13,164,7,75,49,436,174,257,15,48,510,314,5,5,10,332,112,19,63,42,408,10,74,740,547,25,57,200,7,21,43,29,775,12,6677,69,11,140,58,57,276,12,19,83,11,85,139,48,28,101,119,8,132,19
14,180,14,107,57,1026,344,137,11,36,507,277,8,12,98,677,168,21,51,51,512,29,157,930,608,59,108,221,18,22,99,21,2625,24,6100,262,7,163,86,50,560,13,32,32,5,157,464,56,35,69,620,25,130,7
15,178,11,157,47,783,304,279,35,37,714,600,6,15,41,491,337,35,74,55,442,21,194,936,869,52,94,248,50,20,115,29,2070,55,7383,51,16,270,72,98,531,15,39,84,12,167,389,78,26,144,493,23,144,17
16,238,17,108,28,765,327,233,49,38,840,268,0,32,31,468,251,55,59,94,572,43,218,649,1077,43,84,282,8,29,86,27,2443,17,7253,142,15,269,55,65,533,21,35,123,10,207,406,122,27,135,611,33,173,11
17,143,19,146,17,662,246,469,18,59,912,256,5,25,49,1112,282,63,50,46,226,42,247,519,907,62,95,183,32,19,299,44,2400,29,7416,145,15,247,52,69,668,27,66,116,22,196,516,117,24,151,586,12,138,3
18,134,8,238,84,1054,320,578,32,94,754,377,2,30,105,464,272,38,82,42,486,22,174,1228,1098,73,89,134,10,22,88,56,3450,44,6788,206,11,280,52,58,735,47,104,153,11,102,121,87,21,130,354,18,127,8
19,263,10,132,15,1267,339,557,55,0,1037,1173,11,21,110,943,374,88,54,113,1217,28,247,1255,1212,53,90,345,27,59,105,53,2195,34,8827,163,13,266,84,84,807,65,82,160,7,439,830,81,37,230,232,23,156,25
20,215,13,124,63,1315,376,433,49,91,1038,682,8,36,148,992,407,73,88,91,1192,40,325,1328,1864,60,136,285,19,44,166,48,3784,48,8107,181,20,348,155,46,1041,47,69,213,21,287,434,125,28,234,362,24,232,17
21,200,8,185,102,1040,386,269,25,67,1243,649,5,28,218,720,475,52,69,92,2738,35,346,1269,1580,53,104,261,10,24,179,64,3562,40,9357,306,17,355,161,90,1262,30,103,265,37,357,822,62,17,222,742,33,229,13
22,229,11,171,57,1442,445,1100,57,104,1268,669,0,36,122,1217,399,65,79,62,1152,57,427,1470,2118,47,181,269,35,43,56,61,4578,92,10633,264,14,410,109,73,1156,62,65,148,22,270,910,172,51,306,381,20,189,16
23,213,11,250,5,1395,392,365,145,145,1285,450,11,34,12,1462,518,85,74,88,2209,22,367,1156,1606,76,97,226,19,49,228,81,4513,51,11511,222,13,427,172,100,1995,74,98,220,25,253,764,182,72,395,626,51,248,21
24,146,14,250,96,1401,385,403,81,96,810,388,19,21,76,905,459,87,63,39,516,15,484,970,1619,70,183,130,17,31,94,48,3595,78,8481,154,21,304,93,69,1095,23,136,134,28,201,748,177,51,230,393,47,180,13
25,157,6,187,92,991,222,1242,112,99,1287,619,0,17,69,1012,535,82,100,54,1866,29,436,1917,1630,51,100,103,21,38,117,46,3812,62,9139,376,18,407,75,64,1617,38,182,186,49,312,1142,70,31,241,342,20,180,12
26,305,22,119,19,1454,257,883,147,114,1125,1992,9,24,40,1295,565,78,81,144,1423,21,326,2005,1897,83,177,293,0,75,134,32,3559,108,10719,282,12,332,146,49,1818,60,216,188,33,228,926,63,32,455,356,78,180,9
27,249,13,151,134,1383,226,1009,191,229,957,1133,0,26,22,1539,437,103,99,201,750,17,1158,1856,1492,85,88,218,13,61,231,41,3242,71,9004,241,14,366,52,58,1798,47,260,137,74,305,1231,108,30,312,661,38,230,9
28,207,9,292,71,1152,547,1012,95,83,1135,736,7,7,121,1353,409,96,68,108,1258,23,656,1964,1256,88,257,226,22,83,138,31,3834,124,10538,261,18,364,161,82,1803,63,274,243,55,205,1490,130,23,397,310,23,169,9
29,217,11,94,58,1113,308,761,119,137,1149,1053,2,24,43,1474,558,125,100,246,975,28,783,2041,1387,94,209,199,11,69,128,66,3809,102,11050,265,9,366,110,50,1794,42,286,277,90,280,828,126,51,467,543,60,228,14
30,186,11,281,26,1111,383,981,155,118,1024,435,3,22,11,1301,530,118,78,150,765,32,726,1289,1312,91,173,216,12,84,116,44,3813,83,8973,267,15,372,74,76,1464,63,393,144,92,195,1117,104,32,568,253,39,183,8
31,122,15,146,53,1013,410,530,148,97,915,313,0,14,19,1683,495,122,77,125,585,17,531,929,700,194,139,91,10,66,136,56,3946,71,8462,227,15,354,102,80,1116,109,281,114,106,292,470,97,16,197,82,17,136,9
32,114,5,163,200,971,381,1358,138,80,1131,1158,0,5,27,1181,309,77,126,87,422,63,711,2007,1081,29,161,93,7,10,135,35,2911,100,6422,302,23,371,99,57,1372,6,291,122,140,224,693,60,21,473,173,27,101,5
33,265,8,104,23,1410,257,613,167,103,613,1035,2,14,11,1230,291,123,120,165,504,36,536,2856,1482,45,145,240,5,110,117,71,4548,62,7617,249,10,305,115,49,1173,20,183,116,122,217,803,49,4,424,92,18,157,7
34,185,8,156,104,1314,339,773,90,139,896,738,0,14,123,1355,429,189,166,83,434,34,560,2582,1148,114,273,198,5,92,123,48,2390,77,11666,248,24,511,79,30,1288,51,267,104,183,182,1089,130,7,329,115,60,196,6
35,167,7,272,21,803,395,1139,61,153,826,1198,0,12,22,1147,589,96,154,141,585,25,752,2372,1306,103,264,206,11,129,110,72,4598,113,7639,227,28,623,94,73,982,69,318,279,145,263,684,141,9,389,124,18,180,113
36,215,9,273,82,1556,372,933,253,126,1422,1151,0,13,46,1854,614,146,202,95,590,33,788,2973,824,159,169,200,7,118,203,76,3387,114,7756,423,46,693,108,49,2186,25,380,157,102,291,1226,122,11,602,125,20,199,11
37,210,5,212,40,1558,386,748,218,190,744,442,1,22,13,1595,489,191,158,189,463,19,736,1473,833,142,181,163,4,244,102,55,3164,87,7093,335,89,1115,105,59,1810,50,289,162,133,320,1001,126,24,562,452,43,174,10
38,194,5,210,43,719,297,416,0,127,827,342,0,6,4,1205,571,181,152,258,349,21,522,1084,687,143,300,149,7,121,99,50,4134,47,6177,223,57,1380,29,66,1003,25,284,133,95,173,694,138,9,484,214,76,169,4
39,125,2,135,195,2277,376,1869,210,134,749,1343,0,4,64,1158,478,389,251,92,599,8,854,2677,625,114,238,133,0,37,105,55,3741,126,4881,278,42,1317,81,46,1180,27,340,63,51,276,548,144,4,453,260,31,171,2
40,300,8,187,19,1976,341,550,189,171,816,829,0,2,30,1561,412,257,206,145,332,13,509,2172,1049,97,204,253,4,315,107,44,3851,101,4463,246,17,806,127,46,1379,25,377,171,71,251,843,83,2,640,197,11,134,13
41,272,6,208,412,1716,431,2128,274,108,711,1012,1,6,36,2062,342,482,223,185,405,19,582,2690,1084,154,178,221,2,367,144,97,3732,138,5715,375,35,392,87,57,1599,26,382,155,105,288,937,149,5,636,212,36,272,6
42,249,2,310,212,1963,384,637,110,155,1079,845,2,4,34,1838,603,107,223,110,482,30,962,2391,1437,221,259,228,3,342,127,82,4464,169,6316,366,30,577,123,68,161,27,390,158,100,499,1019,167,2,732,259,32,224,6
43,212,2,276,216,1539,994,828,136,167,890,658,2,5,34,2741,643,176,232,304,402,28,879,2269,1464,243,281,225,2,371,190,50,2330,142,8868,396,39,475,104,50,3096,28,425,155,85,452,847,170,2,596,423,29,348,20
44,214,0,235,102,1554,712,667,136,171,308,784,0,3,17,2133,717,521,168,128,373,24,1150,1486,610,261,284,205,1,414,141,67,3563,139,10873,503,55,418,72,76,1548,31,408,186,109,468,1124,166,16,772,143,47,351,0
45,216,2,246,94,1201,473,693,465,142,693,287,0,2,10,2140,619,647,140,172,262,26,815,844,624,156,193,118,3,195,63,77,3737,66,5680,241,64,376,60,58,1011,64,303,240,66,302,856,175,8,604,202,20,250,29
46,174,4,190,70,1478,438,734,130,51,614,805,1,1,20,1993,953,384,276,73,296,7,906,2117,469,214,183,72,1,101,88,74,2294,97,4015,421,75,362,27,43,447,18,284,125,34,298,559,110,4,565,165,11,176,18
47,341,6,232,60,1168,437,318,420,102,712,680,2,2,35,2233,629,392,410,234,219,15,626,2095,1141,365,248,270,2,462,115,72,2886,151,3447,324,49,444,130,31,1861,11,205,124,69,297,713,110,7,804,156,28,231,16
48,322,4,254,82,2423,442,459,81,112,349,862,1,4,32,2267,596,508,193,167,375,18,736,2178,1233,463,227,366,0,700,93,44,2601,239,4710,442,42,534,63,61,712,33,349,148,61,274,1526,152,0,622,228,12,253,8
49,269,0,446,76,1580,526,941,80,217,500,663,0,5,31,2579,655,467,213,172,342,38,893,2033,1063,492,246,307,2,516,100,92,2599,198,4683,574,34,724,146,64,2271,106,356,217,77,568,1178,177,4,885,257,23,371,15
50,303,9,314,41,1662,484,1073,187,335,1044,1332,1,1,20,3157,797,302,380,174,714,27,1730,2070,1060,594,397,263,0,457,229,164,2738,102,4385,316,40,716,130,69,1643,36,350,165,77,1002,1572,156,13,1055,835,14,493,7
51,351,1,402,52,1849,457,528,122,139,740,904,0,1,26,2466,667,739,103,0,430,26,1001,1024,923,498,229,288,2,449,84,119,2708,219,3993,508,46,592,103,56,1273,182,294,234,64,768,1361,153,7,830,351,35,377,13
52,137,3,276,61,1264,410,0,173,219,619,367,2,0,18,3013,640,757,293,256,201,32,989,732,593,435,109,68,0,289,115,89,3965,118,4672,164,38,581,121,45,1133,51,192,139,44,238,923,194,11,940,264,15,337,7
53,172,2,279,27,1241,272,894,81,154,824,829,1,1,27,2356,576,528,403,117,334,19,946,1868,213,571,327,68,2,198,65,70,2031,181,3492,229,34,560,72,79,874,35,180,133,38,371,1132,142,5,821,360,14,251,10
54,332,1,386,39,2560,457,452,85,152,545,491,0,4,21,2136,528,534,260,588,324,18,709,1727,485,617,330,210,0,445,103,48,2553,107,2766,539,41,495,83,80,985,81,276,85,54,312,1322,132,5,764,224,25,338,8
55,320,1,402,118,1897,466,377,414,139,566,916,0,1,31,2285,839,408,192,114,404,31,1046,1690,713,728,217,270,0,378,69,104,1477,153,3353,543,57,605,74,77,991,44,302,96,59,189,1193,146,1,0,334,23,359,27
